Date (GMT +11);testDataYear
20 Jul 2022 11:30:52;28.83,point {  fill-color: #F05323; }
20 Jul 2022 11:20:45;32.00,point {  fill-color: #F05323; }
20 Jul 2022 11:10:38;33.39,point {  fill-color: #F05323; }
20 Jul 2022 11:00:31;32.61,point {  fill-color: #F05323; }
20 Jul 2022 10:50:23;31.74,point {  fill-color: #F05323; }
20 Jul 2022 10:40:16;30.99,point {  fill-color: #F05323; }
20 Jul 2022 10:30:09;31.80,point {  fill-color: #F05323; }
20 Jul 2022 10:20:02;25.23,point {  fill-color: #F05323; }
20 Jul 2022 10:09:55;26.56,point {  fill-color: #F05323; }
20 Jul 2022 09:59:48;33.51,point {  fill-color: #F05323; }
20 Jul 2022 09:49:40;34.76,point {  fill-color: #F05323; }
20 Jul 2022 09:39:33;25.65,point {  fill-color: #F05323; }
20 Jul 2022 09:29:26;25.05,point {  fill-color: #F05323; }
20 Jul 2022 09:19:19;30.16,point {  fill-color: #F05323; }
20 Jul 2022 09:09:12;31.24,point {  fill-color: #F05323; }
20 Jul 2022 08:59:05;34.69,point {  fill-color: #F05323; }
21 Jul 2022 13:42:26;30.26,point {  fill-color: #F05323; }
21 Jul 2022 13:52:33;25.90,point {  fill-color: #F05323; }
21 Jul 2022 13:32:18;25.49,point {  fill-color: #F05323; }
21 Jul 2022 13:22:11;30.11,point {  fill-color: #F05323; }
21 Jul 2022 13:12:04;27.46,point {  fill-color: #F05323; }
21 Jul 2022 13:01:57;26.12,point {  fill-color: #F05323; }
21 Jul 2022 12:51:50;27.63,point {  fill-color: #F05323; }
21 Jul 2022 12:41:43;29.00,point {  fill-color: #F05323; }
21 Jul 2022 12:31:36;30.24,point {  fill-color: #F05323; }
21 Jul 2022 12:21:28;31.05,point {  fill-color: #F05323; }
21 Jul 2022 12:11:21;31.39,point {  fill-color: #F05323; }
21 Jul 2022 12:01:14;31.35,point {  fill-color: #F05323; }
21 Jul 2022 11:51:07;34.83,point {  fill-color: #F05323; }
21 Jul 2022 11:41:00;34.32,point {  fill-color: #F05323; }
21 Jul 2022 11:30:52;28.73,point {  fill-color: #F05323; }
21 Jul 2022 11:20:45;27.46,point {  fill-color: #F05323; }
21 Jul 2022 11:10:38;30.88,point {  fill-color: #F05323; }
21 Jul 2022 11:00:31;33.47,point {  fill-color: #F05323; }
21 Jul 2022 10:50:23;26.34,point {  fill-color: #F05323; }
21 Jul 2022 10:40:16;29.07,point {  fill-color: #F05323; }
21 Jul 2022 10:30:09;34.13,point {  fill-color: #F05323; }
21 Jul 2022 10:20:02;31.29,point {  fill-color: #F05323; }
21 Jul 2022 10:09:55;27.02,point {  fill-color: #F05323; }
21 Jul 2022 09:59:48;25.58,point {  fill-color: #F05323; }
21 Jul 2022 09:49:40;33.08,point {  fill-color: #F05323; }
21 Jul 2022 09:39:33;33.73,point {  fill-color: #F05323; }
21 Jul 2022 09:29:26;27.48,point {  fill-color: #F05323; }
21 Jul 2022 09:19:19;25.94,point {  fill-color: #F05323; }
21 Jul 2022 09:09:12;29.36,point {  fill-color: #F05323; }
21 Jul 2022 08:59:05;26.67,point {  fill-color: #F05323; }
22 Jul 2022 13:42:26;26.84,point {  fill-color: #F05323; }
22 Jul 2022 13:52:33;26.69,point {  fill-color: #F05323; }
22 Jul 2022 13:32:18;26.90,point {  fill-color: #F05323; }
22 Jul 2022 13:22:11;28.05,point {  fill-color: #F05323; }
22 Jul 2022 13:12:04;31.72,point {  fill-color: #F05323; }
22 Jul 2022 13:01:57;26.50,point {  fill-color: #F05323; }
22 Jul 2022 12:51:50;27.53,point {  fill-color: #F05323; }
22 Jul 2022 12:41:43;26.61,point {  fill-color: #F05323; }
22 Jul 2022 12:31:36;32.85,point {  fill-color: #F05323; }
22 Jul 2022 12:21:28;34.49,point {  fill-color: #F05323; }
22 Jul 2022 12:11:21;30.10,point {  fill-color: #F05323; }
22 Jul 2022 12:01:14;32.77,point {  fill-color: #F05323; }
22 Jul 2022 11:51:07;28.30,point {  fill-color: #F05323; }
22 Jul 2022 11:41:00;26.73,point {  fill-color: #F05323; }
22 Jul 2022 11:30:52;25.65,point {  fill-color: #F05323; }
22 Jul 2022 11:20:45;27.68,point {  fill-color: #F05323; }
22 Jul 2022 11:10:38;29.55,point {  fill-color: #F05323; }
22 Jul 2022 11:00:31;29.07,point {  fill-color: #F05323; }
22 Jul 2022 10:50:23;34.56,point {  fill-color: #F05323; }
22 Jul 2022 10:40:16;33.28,point {  fill-color: #F05323; }
22 Jul 2022 10:30:09;25.21,point {  fill-color: #F05323; }
22 Jul 2022 10:20:02;29.46,point {  fill-color: #F05323; }
22 Jul 2022 10:09:55;34.66,point {  fill-color: #F05323; }
22 Jul 2022 09:59:48;31.89,point {  fill-color: #F05323; }
22 Jul 2022 09:49:40;33.01,point {  fill-color: #F05323; }
22 Jul 2022 09:39:33;28.51,point {  fill-color: #F05323; }
22 Jul 2022 09:29:26;30.17,point {  fill-color: #F05323; }
22 Jul 2022 09:19:19;33.64,point {  fill-color: #F05323; }
22 Jul 2022 09:09:12;33.53,point {  fill-color: #F05323; }
22 Jul 2022 08:59:05;29.41,point {  fill-color: #F05323; }
23 Jul 2022 13:42:26;29.93,point {  fill-color: #F05323; }
23 Jul 2022 13:52:33;31.59,point {  fill-color: #F05323; }
23 Jul 2022 13:32:18;26.00,point {  fill-color: #F05323; }
23 Jul 2022 13:22:11;34.27,point {  fill-color: #F05323; }
23 Jul 2022 13:12:04;30.37,point {  fill-color: #F05323; }
23 Jul 2022 13:01:57;25.85,point {  fill-color: #F05323; }
23 Jul 2022 12:51:50;31.72,point {  fill-color: #F05323; }
23 Jul 2022 12:41:43;33.52,point {  fill-color: #F05323; }
23 Jul 2022 12:31:36;29.98,point {  fill-color: #F05323; }
23 Jul 2022 12:21:28;33.35,point {  fill-color: #F05323; }
23 Jul 2022 12:11:21;27.05,point {  fill-color: #F05323; }
23 Jul 2022 12:01:14;31.03,point {  fill-color: #F05323; }
23 Jul 2022 11:51:07;32.51,point {  fill-color: #F05323; }
23 Jul 2022 11:41:00;26.94,point {  fill-color: #F05323; }
23 Jul 2022 11:30:52;34.76,point {  fill-color: #F05323; }
23 Jul 2022 11:20:45;33.15,point {  fill-color: #F05323; }
23 Jul 2022 11:10:38;34.41,point {  fill-color: #F05323; }
23 Jul 2022 11:00:31;33.43,point {  fill-color: #F05323; }
23 Jul 2022 10:50:23;25.68,point {  fill-color: #F05323; }
23 Jul 2022 10:40:16;25.18,point {  fill-color: #F05323; }
23 Jul 2022 10:30:09;30.65,point {  fill-color: #F05323; }
23 Jul 2022 10:20:02;29.98,point {  fill-color: #F05323; }
23 Jul 2022 10:09:55;28.70,point {  fill-color: #F05323; }
23 Jul 2022 09:59:48;32.34,point {  fill-color: #F05323; }
23 Jul 2022 09:49:40;34.71,point {  fill-color: #F05323; }
23 Jul 2022 09:39:33;32.49,point {  fill-color: #F05323; }
23 Jul 2022 09:29:26;34.34,point {  fill-color: #F05323; }
23 Jul 2022 09:19:19;33.59,point {  fill-color: #F05323; }
23 Jul 2022 09:09:12;27.14,point {  fill-color: #F05323; }
23 Jul 2022 08:59:05;32.22,point {  fill-color: #F05323; }
24 Jul 2022 13:42:26;31.01,point {  fill-color: #F05323; }
24 Jul 2022 13:52:33;27.33,point {  fill-color: #F05323; }
24 Jul 2022 13:32:18;31.59,point {  fill-color: #F05323; }
24 Jul 2022 13:22:11;25.40,point {  fill-color: #F05323; }
24 Jul 2022 13:12:04;31.13,point {  fill-color: #F05323; }
24 Jul 2022 13:01:57;31.68,point {  fill-color: #F05323; }
24 Jul 2022 12:51:50;34.30,point {  fill-color: #F05323; }
24 Jul 2022 12:41:43;30.55,point {  fill-color: #F05323; }
24 Jul 2022 12:31:36;29.26,point {  fill-color: #F05323; }
24 Jul 2022 12:21:28;28.33,point {  fill-color: #F05323; }
24 Jul 2022 12:11:21;33.15,point {  fill-color: #F05323; }
24 Jul 2022 12:01:14;33.43,point {  fill-color: #F05323; }
24 Jul 2022 11:51:07;33.86,point {  fill-color: #F05323; }
24 Jul 2022 11:41:00;26.47,point {  fill-color: #F05323; }
24 Jul 2022 11:30:52;34.86,point {  fill-color: #F05323; }
24 Jul 2022 11:20:45;28.97,point {  fill-color: #F05323; }
24 Jul 2022 11:10:38;28.86,point {  fill-color: #F05323; }
24 Jul 2022 11:00:31;28.51,point {  fill-color: #F05323; }
24 Jul 2022 10:50:23;29.43,point {  fill-color: #F05323; }
24 Jul 2022 10:40:16;26.11,point {  fill-color: #F05323; }
24 Jul 2022 10:30:09;31.35,point {  fill-color: #F05323; }
24 Jul 2022 10:20:02;30.79,point {  fill-color: #F05323; }
24 Jul 2022 10:09:55;28.10,point {  fill-color: #F05323; }
24 Jul 2022 09:59:48;32.05,point {  fill-color: #F05323; }
24 Jul 2022 09:49:40;31.62,point {  fill-color: #F05323; }
24 Jul 2022 09:39:33;34.89,point {  fill-color: #F05323; }
24 Jul 2022 09:29:26;28.61,point {  fill-color: #F05323; }
24 Jul 2022 09:19:19;34.15,point {  fill-color: #F05323; }
24 Jul 2022 09:09:12;27.54,point {  fill-color: #F05323; }
24 Jul 2022 08:59:05;34.40,point {  fill-color: #F05323; }
25 Jul 2022 13:42:26;29.17,point {  fill-color: #F05323; }
25 Jul 2022 13:52:33;34.05,point {  fill-color: #F05323; }
25 Jul 2022 13:32:18;26.65,point {  fill-color: #F05323; }
25 Jul 2022 13:22:11;29.48,point {  fill-color: #F05323; }
25 Jul 2022 13:12:04;33.66,point {  fill-color: #F05323; }
25 Jul 2022 13:01:57;28.00,point {  fill-color: #F05323; }
25 Jul 2022 12:51:50;29.57,point {  fill-color: #F05323; }
25 Jul 2022 12:41:43;32.98,point {  fill-color: #F05323; }
25 Jul 2022 12:31:36;32.13,point {  fill-color: #F05323; }
25 Jul 2022 12:21:28;30.70,point {  fill-color: #F05323; }
25 Jul 2022 12:11:21;29.41,point {  fill-color: #F05323; }
25 Jul 2022 12:01:14;25.79,point {  fill-color: #F05323; }
25 Jul 2022 11:51:07;28.49,point {  fill-color: #F05323; }
25 Jul 2022 11:41:00;31.75,point {  fill-color: #F05323; }
25 Jul 2022 11:30:52;27.26,point {  fill-color: #F05323; }
25 Jul 2022 11:20:45;34.75,point {  fill-color: #F05323; }
25 Jul 2022 11:10:38;26.90,point {  fill-color: #F05323; }
25 Jul 2022 11:00:31;33.61,point {  fill-color: #F05323; }
25 Jul 2022 10:50:23;30.75,point {  fill-color: #F05323; }
25 Jul 2022 10:40:16;30.77,point {  fill-color: #F05323; }
25 Jul 2022 10:30:09;28.72,point {  fill-color: #F05323; }
25 Jul 2022 10:20:02;31.03,point {  fill-color: #F05323; }
25 Jul 2022 10:09:55;34.66,point {  fill-color: #F05323; }
25 Jul 2022 09:59:48;32.14,point {  fill-color: #F05323; }
25 Jul 2022 09:49:40;26.38,point {  fill-color: #F05323; }
25 Jul 2022 09:39:33;27.55,point {  fill-color: #F05323; }
25 Jul 2022 09:29:26;33.11,point {  fill-color: #F05323; }
25 Jul 2022 09:19:19;28.62,point {  fill-color: #F05323; }
25 Jul 2022 09:09:12;33.61,point {  fill-color: #F05323; }
25 Jul 2022 08:59:05;27.12,point {  fill-color: #F05323; }
26 Jul 2022 13:42:26;34.25,point {  fill-color: #F05323; }
26 Jul 2022 13:52:33;29.90,point {  fill-color: #F05323; }
26 Jul 2022 13:32:18;32.72,point {  fill-color: #F05323; }
26 Jul 2022 13:22:11;34.07,point {  fill-color: #F05323; }
26 Jul 2022 13:12:04;26.87,point {  fill-color: #F05323; }
26 Jul 2022 13:01:57;28.43,point {  fill-color: #F05323; }
26 Jul 2022 12:51:50;29.79,point {  fill-color: #F05323; }
26 Jul 2022 12:41:43;30.58,point {  fill-color: #F05323; }
26 Jul 2022 12:31:36;32.37,point {  fill-color: #F05323; }
26 Jul 2022 12:21:28;30.47,point {  fill-color: #F05323; }
26 Jul 2022 12:11:21;32.92,point {  fill-color: #F05323; }
26 Jul 2022 12:01:14;26.97,point {  fill-color: #F05323; }
26 Jul 2022 11:51:07;33.18,point {  fill-color: #F05323; }
26 Jul 2022 11:41:00;34.36,point {  fill-color: #F05323; }
26 Jul 2022 11:30:52;29.98,point {  fill-color: #F05323; }
26 Jul 2022 11:20:45;34.22,point {  fill-color: #F05323; }
26 Jul 2022 11:10:38;25.10,point {  fill-color: #F05323; }
26 Jul 2022 11:00:31;33.99,point {  fill-color: #F05323; }
26 Jul 2022 10:50:23;29.38,point {  fill-color: #F05323; }
26 Jul 2022 10:40:16;34.05,point {  fill-color: #F05323; }
26 Jul 2022 10:30:09;26.62,point {  fill-color: #F05323; }
26 Jul 2022 10:20:02;30.82,point {  fill-color: #F05323; }
26 Jul 2022 10:09:55;33.12,point {  fill-color: #F05323; }
26 Jul 2022 09:59:48;27.25,point {  fill-color: #F05323; }
26 Jul 2022 09:49:40;31.67,point {  fill-color: #F05323; }
26 Jul 2022 09:39:33;28.69,point {  fill-color: #F05323; }
26 Jul 2022 09:29:26;34.69,point {  fill-color: #F05323; }
26 Jul 2022 09:19:19;30.62,point {  fill-color: #F05323; }
26 Jul 2022 09:09:12;25.49,point {  fill-color: #F05323; }
26 Jul 2022 08:59:05;29.74,point {  fill-color: #F05323; }
27 Jul 2022 13:42:26;26.22,point {  fill-color: #F05323; }
27 Jul 2022 13:52:33;28.74,point {  fill-color: #F05323; }
27 Jul 2022 13:32:18;33.48,point {  fill-color: #F05323; }
27 Jul 2022 13:22:11;30.91,point {  fill-color: #F05323; }
27 Jul 2022 13:12:04;25.57,point {  fill-color: #F05323; }
27 Jul 2022 13:01:57;26.25,point {  fill-color: #F05323; }
27 Jul 2022 12:51:50;30.08,point {  fill-color: #F05323; }
27 Jul 2022 12:41:43;26.38,point {  fill-color: #F05323; }
27 Jul 2022 12:31:36;28.31,point {  fill-color: #F05323; }
27 Jul 2022 12:21:28;31.72,point {  fill-color: #F05323; }
27 Jul 2022 12:11:21;26.11,point {  fill-color: #F05323; }
27 Jul 2022 12:01:14;34.61,point {  fill-color: #F05323; }
27 Jul 2022 11:51:07;29.02,point {  fill-color: #F05323; }
27 Jul 2022 11:41:00;34.16,point {  fill-color: #F05323; }
27 Jul 2022 11:30:52;26.36,point {  fill-color: #F05323; }
27 Jul 2022 11:20:45;26.28,point {  fill-color: #F05323; }
27 Jul 2022 11:10:38;25.25,point {  fill-color: #F05323; }
27 Jul 2022 11:00:31;28.29,point {  fill-color: #F05323; }
27 Jul 2022 10:50:23;32.90,point {  fill-color: #F05323; }
27 Jul 2022 10:40:16;31.61,point {  fill-color: #F05323; }
27 Jul 2022 10:30:09;31.84,point {  fill-color: #F05323; }
27 Jul 2022 10:20:02;32.30,point {  fill-color: #F05323; }
27 Jul 2022 10:09:55;28.15,point {  fill-color: #F05323; }
27 Jul 2022 09:59:48;30.89,point {  fill-color: #F05323; }
27 Jul 2022 09:49:40;31.44,point {  fill-color: #F05323; }
27 Jul 2022 09:39:33;26.02,point {  fill-color: #F05323; }
27 Jul 2022 09:29:26;30.56,point {  fill-color: #F05323; }
27 Jul 2022 09:19:19;33.23,point {  fill-color: #F05323; }
27 Jul 2022 09:09:12;33.30,point {  fill-color: #F05323; }
27 Jul 2022 08:59:05;30.87,point {  fill-color: #F05323; }
28 Jul 2022 13:42:26;25.16,point {  fill-color: #F05323; }
28 Jul 2022 13:52:33;29.37,point {  fill-color: #F05323; }
28 Jul 2022 13:32:18;26.78,point {  fill-color: #F05323; }
28 Jul 2022 13:22:11;31.84,point {  fill-color: #F05323; }
28 Jul 2022 13:12:04;26.62,point {  fill-color: #F05323; }
28 Jul 2022 13:01:57;27.78,point {  fill-color: #F05323; }
28 Jul 2022 12:51:50;28.88,point {  fill-color: #F05323; }
28 Jul 2022 12:41:43;26.23,point {  fill-color: #F05323; }
28 Jul 2022 12:31:36;25.75,point {  fill-color: #F05323; }
28 Jul 2022 12:21:28;25.19,point {  fill-color: #F05323; }
28 Jul 2022 12:11:21;30.95,point {  fill-color: #F05323; }
28 Jul 2022 12:01:14;33.64,point {  fill-color: #F05323; }
28 Jul 2022 11:51:07;26.97,point {  fill-color: #F05323; }
28 Jul 2022 11:41:00;26.89,point {  fill-color: #F05323; }
28 Jul 2022 11:30:52;27.40,point {  fill-color: #F05323; }
28 Jul 2022 11:20:45;29.82,point {  fill-color: #F05323; }
28 Jul 2022 11:10:38;33.94,point {  fill-color: #F05323; }
28 Jul 2022 11:00:31;28.58,point {  fill-color: #F05323; }
28 Jul 2022 10:50:23;30.86,point {  fill-color: #F05323; }
28 Jul 2022 10:40:16;34.97,point {  fill-color: #F05323; }
28 Jul 2022 10:30:09;27.23,point {  fill-color: #F05323; }
28 Jul 2022 10:20:02;30.41,point {  fill-color: #F05323; }
28 Jul 2022 10:09:55;25.93,point {  fill-color: #F05323; }
28 Jul 2022 09:59:48;30.87,point {  fill-color: #F05323; }
28 Jul 2022 09:49:40;27.29,point {  fill-color: #F05323; }
28 Jul 2022 09:39:33;28.47,point {  fill-color: #F05323; }
28 Jul 2022 09:29:26;30.79,point {  fill-color: #F05323; }
28 Jul 2022 09:19:19;32.64,point {  fill-color: #F05323; }
28 Jul 2022 09:09:12;31.34,point {  fill-color: #F05323; }
28 Jul 2022 08:59:05;33.72,point {  fill-color: #F05323; }
29 Jul 2022 13:42:26;34.41,point {  fill-color: #F05323; }
29 Jul 2022 13:52:33;33.26,point {  fill-color: #F05323; }
29 Jul 2022 13:32:18;33.60,point {  fill-color: #F05323; }
29 Jul 2022 13:22:11;34.09,point {  fill-color: #F05323; }
29 Jul 2022 13:12:04;25.85,point {  fill-color: #F05323; }
29 Jul 2022 13:01:57;28.45,point {  fill-color: #F05323; }
29 Jul 2022 12:51:50;33.77,point {  fill-color: #F05323; }
29 Jul 2022 12:41:43;27.00,point {  fill-color: #F05323; }
29 Jul 2022 12:31:36;29.03,point {  fill-color: #F05323; }
29 Jul 2022 12:21:28;25.17,point {  fill-color: #F05323; }
29 Jul 2022 12:11:21;34.29,point {  fill-color: #F05323; }
29 Jul 2022 12:01:14;32.88,point {  fill-color: #F05323; }
29 Jul 2022 11:51:07;27.54,point {  fill-color: #F05323; }
29 Jul 2022 11:41:00;34.50,point {  fill-color: #F05323; }
29 Jul 2022 11:30:52;31.15,point {  fill-color: #F05323; }
29 Jul 2022 11:20:45;31.78,point {  fill-color: #F05323; }
29 Jul 2022 11:10:38;34.26,point {  fill-color: #F05323; }
29 Jul 2022 11:00:31;34.81,point {  fill-color: #F05323; }
29 Jul 2022 10:50:23;25.59,point {  fill-color: #F05323; }
29 Jul 2022 10:40:16;28.59,point {  fill-color: #F05323; }
29 Jul 2022 10:30:09;26.41,point {  fill-color: #F05323; }
29 Jul 2022 10:20:02;34.78,point {  fill-color: #F05323; }
29 Jul 2022 10:09:55;30.93,point {  fill-color: #F05323; }
29 Jul 2022 09:59:48;26.11,point {  fill-color: #F05323; }
29 Jul 2022 09:49:40;25.10,point {  fill-color: #F05323; }
29 Jul 2022 09:39:33;25.00,point {  fill-color: #F05323; }
29 Jul 2022 09:29:26;26.35,point {  fill-color: #F05323; }
29 Jul 2022 09:19:19;29.51,point {  fill-color: #F05323; }
29 Jul 2022 09:09:12;25.80,point {  fill-color: #F05323; }
29 Jul 2022 08:59:05;33.59,point {  fill-color: #F05323; }
30 Jul 2022 13:42:26;31.91,point {  fill-color: #F05323; }
30 Jul 2022 13:52:33;34.17,point {  fill-color: #F05323; }
30 Jul 2022 13:32:18;34.53,point {  fill-color: #F05323; }
30 Jul 2022 13:22:11;31.45,point {  fill-color: #F05323; }
30 Jul 2022 13:12:04;28.00,point {  fill-color: #F05323; }
30 Jul 2022 13:01:57;26.65,point {  fill-color: #F05323; }
30 Jul 2022 12:51:50;34.79,point {  fill-color: #F05323; }
30 Jul 2022 12:41:43;26.08,point {  fill-color: #F05323; }
30 Jul 2022 12:31:36;31.04,point {  fill-color: #F05323; }
30 Jul 2022 12:21:28;32.59,point {  fill-color: #F05323; }
30 Jul 2022 12:11:21;26.90,point {  fill-color: #F05323; }
30 Jul 2022 12:01:14;31.65,point {  fill-color: #F05323; }
30 Jul 2022 11:51:07;29.71,point {  fill-color: #F05323; }
30 Jul 2022 11:41:00;34.00,point {  fill-color: #F05323; }
30 Jul 2022 11:30:52;25.44,point {  fill-color: #F05323; }
30 Jul 2022 11:20:45;25.70,point {  fill-color: #F05323; }
30 Jul 2022 11:10:38;25.47,point {  fill-color: #F05323; }
30 Jul 2022 11:00:31;26.40,point {  fill-color: #F05323; }
30 Jul 2022 10:50:23;32.13,point {  fill-color: #F05323; }
30 Jul 2022 10:40:16;27.92,point {  fill-color: #F05323; }
30 Jul 2022 10:30:09;29.64,point {  fill-color: #F05323; }
30 Jul 2022 10:20:02;33.50,point {  fill-color: #F05323; }
30 Jul 2022 10:09:55;26.75,point {  fill-color: #F05323; }
30 Jul 2022 09:59:48;33.46,point {  fill-color: #F05323; }
30 Jul 2022 09:49:40;29.15,point {  fill-color: #F05323; }
30 Jul 2022 09:39:33;26.33,point {  fill-color: #F05323; }
30 Jul 2022 09:29:26;33.86,point {  fill-color: #F05323; }
30 Jul 2022 09:19:19;31.88,point {  fill-color: #F05323; }
30 Jul 2022 09:09:12;32.77,point {  fill-color: #F05323; }
30 Jul 2022 08:59:05;30.12,point {  fill-color: #F05323; }
31 Jul 2022 13:42:26;34.23,point {  fill-color: #F05323; }
31 Jul 2022 13:52:33;31.20,point {  fill-color: #F05323; }
31 Jul 2022 13:32:18;25.38,point {  fill-color: #F05323; }
31 Jul 2022 13:22:11;29.27,point {  fill-color: #F05323; }
31 Jul 2022 13:12:04;27.67,point {  fill-color: #F05323; }
31 Jul 2022 13:01:57;33.81,point {  fill-color: #F05323; }
31 Jul 2022 12:51:50;34.84,point {  fill-color: #F05323; }
31 Jul 2022 12:41:43;34.24,point {  fill-color: #F05323; }
31 Jul 2022 12:31:36;34.20,point {  fill-color: #F05323; }
31 Jul 2022 12:21:28;32.86,point {  fill-color: #F05323; }
31 Jul 2022 12:11:21;32.77,point {  fill-color: #F05323; }
31 Jul 2022 12:01:14;26.61,point {  fill-color: #F05323; }
31 Jul 2022 11:51:07;26.27,point {  fill-color: #F05323; }
31 Jul 2022 11:41:00;34.28,point {  fill-color: #F05323; }
31 Jul 2022 11:30:52;31.16,point {  fill-color: #F05323; }
31 Jul 2022 11:20:45;32.85,point {  fill-color: #F05323; }
31 Jul 2022 11:10:38;32.04,point {  fill-color: #F05323; }
31 Jul 2022 11:00:31;31.09,point {  fill-color: #F05323; }
31 Jul 2022 10:50:23;31.34,point {  fill-color: #F05323; }
31 Jul 2022 10:40:16;31.56,point {  fill-color: #F05323; }
31 Jul 2022 10:30:09;26.71,point {  fill-color: #F05323; }
31 Jul 2022 10:20:02;34.63,point {  fill-color: #F05323; }
31 Jul 2022 10:09:55;25.87,point {  fill-color: #F05323; }
31 Jul 2022 09:59:48;25.97,point {  fill-color: #F05323; }
31 Jul 2022 09:49:40;31.27,point {  fill-color: #F05323; }
31 Jul 2022 09:39:33;32.77,point {  fill-color: #F05323; }
31 Jul 2022 09:29:26;32.33,point {  fill-color: #F05323; }
31 Jul 2022 09:19:19;34.57,point {  fill-color: #F05323; }
31 Jul 2022 09:09:12;27.12,point {  fill-color: #F05323; }
31 Jul 2022 08:59:05;30.88,point {  fill-color: #F05323; }
01 Aug 2022 13:42:26;27.05,point {  fill-color: #F05323; }
01 Aug 2022 13:52:33;34.67,point {  fill-color: #F05323; }
01 Aug 2022 13:32:18;31.35,point {  fill-color: #F05323; }
01 Aug 2022 13:22:11;34.14,point {  fill-color: #F05323; }
01 Aug 2022 13:12:04;27.34,point {  fill-color: #F05323; }
01 Aug 2022 13:01:57;27.26,point {  fill-color: #F05323; }
01 Aug 2022 12:51:50;25.99,point {  fill-color: #F05323; }
01 Aug 2022 12:41:43;25.25,point {  fill-color: #F05323; }
01 Aug 2022 12:31:36;31.95,point {  fill-color: #F05323; }
01 Aug 2022 12:21:28;26.43,point {  fill-color: #F05323; }
01 Aug 2022 12:11:21;31.72,point {  fill-color: #F05323; }
01 Aug 2022 12:01:14;33.51,point {  fill-color: #F05323; }
01 Aug 2022 11:51:07;33.79,point {  fill-color: #F05323; }
01 Aug 2022 11:41:00;33.86,point {  fill-color: #F05323; }
01 Aug 2022 11:30:52;31.60,point {  fill-color: #F05323; }
01 Aug 2022 11:20:45;34.55,point {  fill-color: #F05323; }
01 Aug 2022 11:10:38;32.19,point {  fill-color: #F05323; }
01 Aug 2022 11:00:31;29.85,point {  fill-color: #F05323; }
01 Aug 2022 10:50:23;29.21,point {  fill-color: #F05323; }
01 Aug 2022 10:40:16;29.94,point {  fill-color: #F05323; }
01 Aug 2022 10:30:09;31.31,point {  fill-color: #F05323; }
01 Aug 2022 10:20:02;29.03,point {  fill-color: #F05323; }
01 Aug 2022 10:09:55;33.01,point {  fill-color: #F05323; }
01 Aug 2022 09:59:48;33.84,point {  fill-color: #F05323; }
01 Aug 2022 09:49:40;30.03,point {  fill-color: #F05323; }
01 Aug 2022 09:39:33;29.67,point {  fill-color: #F05323; }
01 Aug 2022 09:29:26;33.29,point {  fill-color: #F05323; }
01 Aug 2022 09:19:19;27.60,point {  fill-color: #F05323; }
01 Aug 2022 09:09:12;28.44,point {  fill-color: #F05323; }
01 Aug 2022 08:59:05;25.44,point {  fill-color: #F05323; }
02 Aug 2022 13:42:26;32.23,point {  fill-color: #F05323; }
02 Aug 2022 13:52:33;25.73,point {  fill-color: #F05323; }
02 Aug 2022 13:32:18;28.11,point {  fill-color: #F05323; }
02 Aug 2022 13:22:11;30.90,point {  fill-color: #F05323; }
02 Aug 2022 13:12:04;27.04,point {  fill-color: #F05323; }
02 Aug 2022 13:01:57;30.51,point {  fill-color: #F05323; }
02 Aug 2022 12:51:50;28.16,point {  fill-color: #F05323; }
02 Aug 2022 12:41:43;28.73,point {  fill-color: #F05323; }
02 Aug 2022 12:31:36;27.07,point {  fill-color: #F05323; }
02 Aug 2022 12:21:28;34.65,point {  fill-color: #F05323; }
02 Aug 2022 12:11:21;30.35,point {  fill-color: #F05323; }
02 Aug 2022 12:01:14;30.93,point {  fill-color: #F05323; }
02 Aug 2022 11:51:07;26.74,point {  fill-color: #F05323; }
02 Aug 2022 11:41:00;28.65,point {  fill-color: #F05323; }
02 Aug 2022 11:30:52;30.49,point {  fill-color: #F05323; }
02 Aug 2022 11:20:45;25.05,point {  fill-color: #F05323; }
02 Aug 2022 11:10:38;26.81,point {  fill-color: #F05323; }
02 Aug 2022 11:00:31;27.26,point {  fill-color: #F05323; }
02 Aug 2022 10:50:23;25.65,point {  fill-color: #F05323; }
02 Aug 2022 10:40:16;31.98,point {  fill-color: #F05323; }
02 Aug 2022 10:30:09;28.43,point {  fill-color: #F05323; }
02 Aug 2022 10:20:02;28.11,point {  fill-color: #F05323; }
02 Aug 2022 10:09:55;27.31,point {  fill-color: #F05323; }
02 Aug 2022 09:59:48;26.83,point {  fill-color: #F05323; }
02 Aug 2022 09:49:40;26.74,point {  fill-color: #F05323; }
02 Aug 2022 09:39:33;26.32,point {  fill-color: #F05323; }
02 Aug 2022 09:29:26;31.99,point {  fill-color: #F05323; }
02 Aug 2022 09:19:19;32.75,point {  fill-color: #F05323; }
02 Aug 2022 09:09:12;30.26,point {  fill-color: #F05323; }
02 Aug 2022 08:59:05;26.38,point {  fill-color: #F05323; }
03 Aug 2022 13:42:26;34.34,point {  fill-color: #F05323; }
03 Aug 2022 13:52:33;26.57,point {  fill-color: #F05323; }
03 Aug 2022 13:32:18;31.93,point {  fill-color: #F05323; }
03 Aug 2022 13:22:11;34.74,point {  fill-color: #F05323; }
03 Aug 2022 13:12:04;27.03,point {  fill-color: #F05323; }
